possession_id,game_id,our_team_name,opponent_team_name,period,time_remaining,seconds_remaining,clock_bin,our_team_level,opponent_team_level,man_state,attack_type,event_type,possession_outcome_simple,possession_outcome_detail,is_shot,is_turnover,is_ejection_drawn,is_5m_drawn,is_man_up,empty_net,is_heave,is_long_range,defender_count,defender_count_bin,goalie_distance_m,goalie_lateral,shooter_x,shooter_y,distance_m,angle_deg,abs_angle,angle_x_distance,distance_bin,angle_bin,dist_x_manup,dist_x_defbin,poss_idx_in_game,prior_poss_before,prior_shots_before,prior_goals_before,prior_shot_rate_in_game,prior_goal_rate_in_game,last3_shots_before,last3_goals_before,last3_goal_rate_in_game,shot_type,shot_result,shooter_handedness,player_number,possession_passes,video_file,video_timestamp_mmss,sample_weight
11_P0005,11,hinsdale_central,lindbergh,,nan,,,IL HS,IL HS,6v5,man-up,shot,goal,goal,True,False,False,False,True,False,False,False,1.0,def1,0.0,left,0.400000,0.133333,2.828,-45.0,45.0,127.25999999999999,0-5,45-90,0-5|MU1,0-5|def1,5,4,4.0,2.0,0.7142857142857143,0.42857142857142855,3.0,1.0,0.3333333333333333,standard,goal,right,9.0,2.0,IMG_2078.MOV,00:42,0.7
11_P0006,11,hinsdale_central,lindbergh,,nan,,,IL HS,IL HS,6v6,set,shot,goal,goal,True,False,False,False,False,False,False,False,3.0,def2p,0.0,right,0.550000,0.200000,3.162,18.43,18.43,58.275659999999995,0-5,15-30,0-5|MU0,0-5|def2p,6,5,5.0,3.0,0.75,0.5,3.0,1.0,0.3333333333333333,standard,goal,right,9.0,6.0,IMG_2081.MOV,00:28,0.7
11_P0007,11,hinsdale_central,lindbergh,,nan,,,IL HS,IL HS,6v5,man-up,shot,shot_no_goal,missed,True,False,False,False,True,False,False,False,1.0,def1,0.0,right,0.800000,0.266667,7.211,56.31,56.31,406.05141000000003,5-8,45-90,5-8|MU1,5-8|def1,7,6,6.0,4.0,0.7777777777777778,0.5555555555555556,3.0,2.0,0.5,standard,missed,right,10.0,2.0,IMG_2084.MOV,00:39,0.7
11_P0008,11,hinsdale_central,lindbergh,,nan,,,IL HS,IL HS,6v6,perimeter,shot,shot_no_goal,post/bar,True,False,False,False,False,False,False,False,1.0,def1,0.5,left,0.250000,0.133333,5.385,-68.2,68.2,367.257,5-8,45-90,5-8|MU0,5-8|def1,8,7,7.0,4.0,0.8,0.5,3.0,2.0,0.5,standard,post/bar,right,20.0,3.0,IMG_2088.MOV,00:17,0.7
11_P0009,11,hinsdale_central,lindbergh,,nan,,,IL HS,IL HS,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,0.5,center,0.500000,0.466667,7.0,0.0,0.0,0.0,5-8,0-15,5-8|MU0,5-8|def1,9,8,8.0,4.0,0.8181818181818182,0.45454545454545453,3.0,1.0,0.3333333333333333,standard,goal,right,2.0,5.0,IMG_2093.MOV,00:17,0.7
11_P0010,11,hinsdale_central,lindbergh,,nan,,,IL HS,IL HS,6v5,man-up,shot,shot_no_goal,missed,True,False,False,False,True,False,False,False,1.0,def1,0.5,left,0.350000,0.400000,6.708,-26.57,26.57,178.23156,5-8,15-30,5-8|MU1,5-8|def1,10,9,9.0,5.0,0.8333333333333334,0.5,3.0,1.0,0.3333333333333333,standard,missed,right,20.0,5.0,IMG_2096.MOV,01:08,0.7
11_P0011,11,hinsdale_central,lindbergh,,nan,,,IL HS,IL HS,6v5,man-up,shot,goal,goal,True,False,False,False,True,False,False,False,1.0,def1,0.5,right,0.700000,0.133333,4.472,63.44,63.44,283.70368,0-5,45-90,0-5|MU1,0-5|def1,11,10,10.0,5.0,0.8461538461538461,0.46153846153846156,3.0,1.0,0.3333333333333333,standard,goal,right,9.0,4.0,IMG_2098.MOV,00:39,0.7
11_P0012,11,hinsdale_central,lindbergh,4,nan,,,IL HS,IL HS,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,True,True,1.0,def1,0.5,center,1.000000,0.800000,15.62,39.81,39.81,621.8322000000001,10+,30-45,10+|MU0,10+|def1,12,11,11.0,6.0,0.8571428571428571,0.5,3.0,2.0,0.5,standard,goal,right,10.0,2.0,IMG_2102.MOV,00:09,0.7
12_P0001,12,west_sub,capc,,nan,,,IL Club,IL Club,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,True,True,1.0,def1,1.5,center,1,0.733,14.862,42.29,42.29,628.51398,10+,30-45,10+|MU0,10+|def1,1,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,standard,goal,right,4.0,2.0,IMG_6444.MOV,00:18,1.0
12_P0002,12,west_sub,capc,,nan,,,IL Club,IL Club,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,True,True,1.0,def1,1.5,left,0.250,0.733,12.078,-24.45,24.45,295.3071,10+,15-30,10+|MU0,10+|def1,2,1,1.0,1.0,0.5,0.5,1.0,1.0,0.5,skip,goal,right,7.0,1.0,IMG_6421.MOV,00:28,1.0
12_P0003,12,west_sub,capc,,nan,,,IL Club,IL Club,6v6,perimeter,shot,shot_no_goal,post/bar,True,False,False,False,False,False,True,True,1.0,def1,1.0,center,0.500,0.667,10.005,0.0,0.0,0.0,10+,0-15,10+|MU0,10+|def1,3,2,2.0,2.0,0.6,0.6,2.0,2.0,0.6,standard,post/bar,right,6.0,2.0,IMG_6471.MOV,00:34,1.0
12_P0004,12,west_sub,capc,,nan,,,IL Club,IL Club,6v6,perimeter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,1.0,left,0.200,0.267,7.214,-56.28,56.28,406.00392000000005,5-8,45-90,5-8|MU0,5-8|def1,4,3,3.0,2.0,0.6666666666666666,0.5,3.0,2.0,0.5,standard,blocked (GK),left,8.0,0.0,IMG_6462.MOV,00:15,1.0
13_P0001,13,west_sub,cpd,,nan,,,IL Club,IL Club,6v6,perimeter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,True,True,1.0,def1,0.5,center,0.500,1.000,15.0,0.0,0.0,0.0,10+,0-15,10+|MU0,10+|def1,1,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,standard,blocked (GK),right,3.0,0.0,IMG_6394.MOV,00:04,1.0
13_P0002,13,west_sub,cpd,,nan,,,IL Club,IL Club,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,True,True,1.0,def1,0.5,center,0.500,0.667,10.005,0.0,0.0,0.0,10+,0-15,10+|MU0,10+|def1,2,1,1.0,0.0,0.5,0.25,1.0,0.0,0.25,standard,goal,right,3.0,0.0,IMG_6391.MOV,00:18,1.0
14_P0001,14,west_sub,nipc,,nan,,,IL Club,IL Club,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,1.0,center,0.800,0.133,6.323,71.61,71.61,452.79003,5-8,45-90,5-8|MU0,5-8|def1,1,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,skip,goal,right,7.0,5.0,IMG_0077.MOV,00:21,1.0
15_P0001,15,west_sub,elmhurst,,nan,,,IL Club,IL Club,6v5,man-up,shot,shot_no_goal,field block,True,False,False,False,True,False,False,False,0.0,def0,0.5,center,0.800,0.200,6.708,63.43,63.43,425.48844,5-8,45-90,5-8|MU1,5-8|def0,1,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,standard,field block,right,7.0,8.0,IMG_0131.MOV,00:37,1.0
15_P0002,15,west_sub,elmhurst,,nan,,,IL Club,IL Club,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,0.5,left,0.300,0.133,4.47,-63.49,63.49,283.8003,0-5,45-90,0-5|MU0,0-5|def1,2,1,1.0,0.0,0.5,0.25,1.0,0.0,0.25,skip,goal,right,10.0,5.0,IMG_0135.MOV,00:13,1.0
2_P0001,2,west_sub,nwc,1,06:04,364.0,gt8s,IL Club,IL Club,6v6,counter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,1.0,right,0.65,0.4666666667,7.616,23.2,23.2,176.69119999999998,5-8,15-30,5-8|MU0,5-8|def1,1,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,standard,goal,right,7.0,0.0,IMG_6117.MOV,00:07,1.0
2_P0002,2,west_sub,nwc,1,06:33,393.0,gt8s,IL Club,IL Club,6v6,counter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,2.0,center,0.5,0.3333333333,5.0,0.0,0.0,0.0,5-8,0-15,5-8|MU0,5-8|def1,2,1,1.0,1.0,0.5,0.5,1.0,1.0,0.5,lob,goal,right,3.0,1.0,IMG_6115.MOV,00:06,1.0
2_P0003,2,west_sub,nwc,1,05:29,329.0,gt8s,IL Club,IL Club,6v6,counter,shot,shot_no_goal,missed,True,False,False,False,False,False,False,False,0.0,def0,1.0,center,0.55,0.4,6.083,9.46,9.46,57.54518000000001,5-8,0-15,5-8|MU0,5-8|def0,3,2,2.0,2.0,0.6,0.6,2.0,2.0,0.6,skip,missed,right,3.0,1.0,IMG_6119.MOV,00:08,1.0
2_P0004,2,west_sub,nwc,1,04:33,273.0,gt8s,IL Club,IL Club,6v6,counter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,1.5,center,0.55,0.2,3.162,18.43,18.43,58.275659999999995,0-5,15-30,0-5|MU0,0-5|def1,4,3,3.0,2.0,0.6666666666666666,0.5,3.0,2.0,0.5,lob,goal,right,4.0,1.0,IMG_6123.MOV,00:05,1.0
2_P0005,2,west_sub,nwc,1,03:29,209.0,gt8s,IL Club,IL Club,6v6,perimeter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,0.0,def0,0.5,center,0.5,0.4,6.0,0.0,0.0,0.0,5-8,0-15,5-8|MU0,5-8|def0,5,4,4.0,3.0,0.7142857142857143,0.5714285714285714,3.0,2.0,0.5,standard,blocked (GK),right,4.0,11.0,IMG_6125.MOV,00:43,1.0
2_P0006,2,west_sub,nwc,1,02:50,170.0,gt8s,IL Club,IL Club,6v6,counter,shot,goal,goal,True,False,False,False,False,False,False,False,0.0,def0,2.0,right,0.6,0.2,3.606,33.69,33.69,121.48613999999999,0-5,30-45,0-5|MU0,0-5|def0,6,5,5.0,3.0,0.75,0.5,3.0,1.0,0.3333333333333333,lob,goal,right,7.0,0.0,IMG_6127.MOV,00:06,1.0
2_P0007,2,west_sub,nwc,2,06:43,403.0,gt8s,IL Club,IL Club,6v6,set,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,0.5,right,0.65,0.2666666667,5.0,36.87,36.87,184.35,5-8,30-45,5-8|MU0,5-8|def1,7,6,6.0,4.0,0.7777777777777778,0.5555555555555556,3.0,2.0,0.5,skip,blocked (GK),right,6.0,5.0,IMG_6128.MOV,00:22,1.0
2_P0008,2,west_sub,nwc,2,06:36,396.0,gt8s,IL Club,IL Club,6v6,nan,turnover,turnover,ball under,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,8,7,,,0.1,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,2.0,IMG_6128.MOV,0:11,1.0
2_P0009,2,west_sub,nwc,2,05:54,354.0,gt8s,IL Club,IL Club,6v6,counter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,2.0,right,0.75,0.2,5.831,59.04,59.04,344.26224,5-8,45-90,5-8|MU0,5-8|def1,9,8,7.0,4.0,0.7272727272727273,0.5,3.0,1.0,0.3333333333333333,lob,goal,right,6.0,1.0,IMG_6130.MOV,00:35,1.0
2_P0010,2,west_sub,nwc,2,05:12,312.0,gt8s,IL Club,IL Club,6v6,counter,shot,goal,goal,True,False,False,False,False,False,False,False,0.0,def0,2.0,center,0.5,0.3333333333,5.0,0.0,0.0,0.0,5-8,0-15,5-8|MU0,5-8|def0,10,9,8.0,5.0,0.75,0.5454545454545454,3.0,2.0,0.5,lob,goal,right,3.0,1.0,IMG_6132.MOV,00:05,1.0
2_P0011,2,west_sub,nwc,2,04:33,273.0,gt8s,IL Club,IL Club,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,11,10,,,0.07692307692307693,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,1.0,IMG_6134.MOV,00:06,1.0
2_P0012,2,west_sub,nwc,2,03:45,225.0,gt8s,IL Club,IL Club,6v6,counter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,1.5,right,0.55,0.1333333333,2.236,26.57,26.57,59.410520000000005,0-5,15-30,0-5|MU0,0-5|def1,12,11,9.0,6.0,0.7142857142857143,0.5833333333333334,3.0,2.0,0.5,standard,goal,right,7.0,1.0,IMG_6136.MOV,00:11,1.0
2_P0013,2,west_sub,nwc,3,06:35,395.0,gt8s,IL Club,IL Club,6v6,set,shot,shot_no_goal,missed,True,False,False,False,False,False,False,False,2.0,def2p,0.5,right,0.6,0.2,3.606,33.69,33.69,121.48613999999999,0-5,30-45,0-5|MU0,0-5|def2p,13,12,10.0,7.0,0.7333333333333333,0.6153846153846154,3.0,3.0,0.6666666666666666,standard,missed,right,7.0,4.0,IMG_6137.MOV,00:31,1.0
2_P0014,2,west_sub,nwc,3,05:46,346.0,gt8s,IL Club,IL Club,6v6,perimeter,shot,shot_no_goal,post/bar,True,False,False,False,False,False,False,False,1.0,def1,1.0,left,0.45,0.4666666667,7.071,-8.13,8.13,57.487230000000004,5-8,0-15,5-8|MU0,5-8|def1,14,13,11.0,7.0,0.75,0.5714285714285714,3.0,2.0,0.5,standard,post/bar,right,5.0,3.0,IMG_6139.MOV,00:21,1.0
2_P0015,2,west_sub,nwc,3,05:31,331.0,gt8s,IL Club,IL Club,6v6,nan,turnover,turnover,ball under,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,15,14,,,0.058823529411764705,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,2.0,IMG_6139.MOV,00:37,1.0
2_P0016,2,west_sub,nwc,3,04:53,293.0,gt8s,IL Club,IL Club,6v6,nan,turnover,turnover,offensive foul (contra),False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,16,15,,,0.05555555555555555,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,2.0,IMG_6140.MOV,00:12,1.0
2_P0017,2,west_sub,nwc,3,04:26,266.0,gt8s,IL Club,IL Club,6v6,counter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,1.0,center,0.6,0.1333333333,2.828,45.0,45.0,127.25999999999999,0-5,45-90,0-5|MU0,0-5|def1,17,16,12.0,7.0,0.6842105263157895,0.5333333333333333,3.0,1.0,0.3333333333333333,standard,goal,right,4.0,1.0,IMG_6141.MOV,00:20,1.0
2_P0018,2,west_sub,nwc,3,03:53,233.0,gt8s,IL Club,IL Club,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,1.0,right,0.6,0.1333333333,2.828,45.0,45.0,127.25999999999999,0-5,45-90,0-5|MU0,0-5|def1,18,17,13.0,8.0,0.7,0.5625,3.0,1.0,0.3333333333333333,standard,goal,right,7.0,4.0,IMG_6142.MOV,00:31,1.0
2_P0019,2,west_sub,nwc,4,06:49,409.0,gt8s,IL Club,IL Club,6v6,broken play,shot,shot_no_goal,post/bar,True,False,False,False,False,False,False,False,2.0,def2p,2.0,left,0.4,0.2,3.606,-33.69,33.69,121.48613999999999,0-5,30-45,0-5|MU0,0-5|def2p,19,18,14.0,9.0,0.7142857142857143,0.5882352941176471,3.0,2.0,0.5,lob,post/bar,right,12.0,3.0,IMG_6143.MOV,00:14,1.0
2_P0020,2,west_sub,nwc,4,06:12,372.0,gt8s,IL Club,IL Club,6v6,counter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,1.5,center,0.5,0.2,3.0,0.0,0.0,0.0,0-5,0-15,0-5|MU0,0-5|def1,20,19,15.0,9.0,0.7272727272727273,0.5555555555555556,3.0,2.0,0.5,standard,blocked (GK),right,3.0,3.0,IMG_6144.MOV,00:32,1.0
2_P0021,2,west_sub,nwc,4,06:06,366.0,gt8s,IL Club,IL Club,6v6,nan,turnover,turnover,bad pass / out of bounds,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,21,20,,,0.043478260869565216,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,1.0,IMG_6145.MOV,00:09,1.0
2_P0022,2,west_sub,nwc,4,05:23,323.0,gt8s,IL Club,IL Club,6v6,counter,shot,goal,goal,True,False,False,False,False,False,False,False,0.0,def0,0.5,center,0.5,0.06666666667,1.0,0.0,0.0,0.0,0-5,0-15,0-5|MU0,0-5|def0,22,21,16.0,9.0,0.7083333333333334,0.5263157894736842,3.0,1.0,0.3333333333333333,standard,goal,right,5.0,1.0,IMG_6145.MOV,00:36,1.0
2_P0023,2,west_sub,nwc,4,04:46,286.0,gt8s,IL Club,IL Club,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,23,22,,,0.04,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,1.0,IMG_6149.MOV,00:11,1.0
2_P0024,2,west_sub,nwc,4,04:13,253.0,gt8s,IL Club,IL Club,6v6,counter,shot,goal,goal,True,False,False,False,False,False,False,False,0.0,def0,1.0,center,0.65,0.06666666667,3.162,71.57,71.57,226.30433999999997,0-5,45-90,0-5|MU0,0-5|def0,24,23,17.0,10.0,0.6923076923076923,0.55,3.0,1.0,0.3333333333333333,standard,goal,right,4.0,1.0,IMG_6150.MOV,00:24,1.0
3_P0001,3,west_sub,new_trier,1,06:46,406.0,gt8s,IL Club,IL Club,6v6,perimeter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,0.5,center,0.55,0.4666666667,7.071,8.13,8.13,57.487230000000004,5-8,0-15,5-8|MU0,5-8|def1,1,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,standard,blocked (GK),right,4.0,4.0,IMG_0157.MOV,00:27,1.0
3_P0002,3,west_sub,new_trier,1,06:10,370.0,gt8s,IL Club,IL Club,6v6,counter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,0.5,left,0.35,0.3333333333,5.831,-30.96,30.96,180.52776000000003,5-8,30-45,5-8|MU0,5-8|def1,2,1,1.0,0.0,0.5,0.25,1.0,0.0,0.25,standard,goal,right,6.0,0.0,IMG_0159.MOV,00:02,1.0
3_P0003,3,west_sub,new_trier,1,05:35,335.0,gt8s,IL Club,IL Club,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,3,2,,,0.2,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,1.0,IMG_0163.MOV,00:03,1.0
3_P0004,3,west_sub,new_trier,1,04:47,287.0,gt8s,IL Club,IL Club,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,0.5,center,0.5,0.4,6.0,0.0,0.0,0.0,5-8,0-15,5-8|MU0,5-8|def1,4,3,2.0,1.0,0.5,0.4,2.0,1.0,0.4,standard,goal,right,4.0,4.0,IMG_0165.MOV,00:21,1.0
3_P0005,3,west_sub,new_trier,1,04:04,244.0,gt8s,IL Club,IL Club,6v6,set,shot,goal,goal,True,False,False,False,False,False,False,False,2.0,def2p,0.5,left,0.35,0.2,4.243,-45.0,45.0,190.935,0-5,45-90,0-5|MU0,0-5|def2p,5,4,3.0,2.0,0.5714285714285714,0.5,3.0,2.0,0.5,standard,goal,left,2.0,4.0,IMG_0168.MOV,00:17,1.0
3_P0006,3,west_sub,new_trier,2,06:13,373.0,gt8s,IL Club,IL Club,6v6,broken play,shot,shot_no_goal,missed,True,False,False,False,False,False,False,False,1.0,def1,1.0,center,0.55,0.2666666667,4.123,14.04,14.04,57.886919999999996,0-5,0-15,0-5|MU0,0-5|def1,6,5,4.0,3.0,0.625,0.5714285714285714,3.0,3.0,0.6666666666666666,tip/deflection,missed,right,5.0,3.0,IMG_0172.MOV,00:15,1.0
3_P0007,3,west_sub,new_trier,2,05:11,311.0,gt8s,IL Club,IL Club,6v6,perimeter,shot,shot_no_goal,field block,True,False,False,False,False,False,False,False,2.0,def2p,0.5,left,0.35,0.4,6.708,-26.57,26.57,178.23156,5-8,15-30,5-8|MU0,5-8|def2p,7,6,5.0,3.0,0.6666666666666666,0.5,3.0,2.0,0.5,standard,field block,right,6.0,1.0,IMG_0176.MOV,00:08,1.0
3_P0008,3,west_sub,new_trier,2,05:09,309.0,gt8s,IL Club,IL Club,6v6,5m penalty,shot,goal,goal,True,False,False,False,False,False,False,False,0.0,def0,0.0,center,0.5,0.3333333333,5.0,0.0,0.0,0.0,5-8,0-15,5-8|MU0,5-8|def0,8,7,6.0,3.0,0.7,0.4444444444444444,3.0,1.0,0.3333333333333333,standard,goal,right,6.0,0.0,IMG_0177.MOV,00:04,1.0
3_P0009,3,west_sub,new_trier,2,03:21,201.0,gt8s,IL Club,IL Club,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,False,False,1.0,def1,0.5,left,0.3,0.2,5.0,-53.13,53.13,265.65000000000003,5-8,45-90,5-8|MU0,5-8|def1,9,8,7.0,4.0,0.7272727272727273,0.5,3.0,1.0,0.3333333333333333,skip,goal,left,2.0,10.0,IMG_0179.MOV,00:32,1.0
3_P0010,3,west_sub,new_trier,3,06:36,396.0,gt8s,IL Club,IL Club,6v6,perimeter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,0.5,center,0.75,0.1333333333,5.385,68.2,68.2,367.257,5-8,45-90,5-8|MU0,5-8|def1,10,9,8.0,5.0,0.75,0.5454545454545454,3.0,2.0,0.5,standard,blocked (GK),right,7.0,6.0,IMG_0181.MOV,00:31,1.0
3_P0011,3,west_sub,new_trier,3,05:48,348.0,gt8s,IL Club,IL Club,6v6,perimeter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,0.5,right,0.75,0.2,5.831,59.04,59.04,344.26224,5-8,45-90,5-8|MU0,5-8|def1,11,10,9.0,5.0,0.7692307692307693,0.5,3.0,2.0,0.5,standard,blocked (GK),right,10.0,5.0,IMG_0183.MOV,00:30,1.0
3_P0012,3,west_sub,new_trier,3,04:45,285.0,gt8s,IL Club,IL Club,6v6,nan,ejection_drawn,ejection_drawn,ejection_drawn,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,12,11,,,0.07142857142857142,0.3333333333333333,,,0.3333333333333333,nan,nan,,,,IMG_0185.MOV,00:23,1.0
3_P0013,3,west_sub,new_trier,3,04:25,265.0,gt8s,IL Club,IL Club,6v5,man-up,ejection_drawn,ejection_drawn,ejection_drawn,False,False,True,False,True,False,False,False,,,,,,,,,,,,,,,13,12,,,0.06666666666666667,0.3333333333333333,,,0.3333333333333333,nan,nan,,,,IMG_0185.MOV,00:43,1.0
3_P0014,3,west_sub,new_trier,3,04:24,264.0,gt8s,IL Club,IL Club,6v4,man-up,shot,goal,goal,True,False,False,False,True,False,False,False,1.0,def1,1.0,right,0.6,0.2,3.606,33.69,33.69,121.48613999999999,0-5,30-45,0-5|MU1,0-5|def1,14,13,10.0,5.0,0.6875,0.46153846153846156,3.0,1.0,0.3333333333333333,standard,goal,right,4.0,2.0,IMG_0185.MOV,00:48,1.0
3_P0015,3,west_sub,new_trier,3,03:17,197.0,gt8s,IL Club,IL Club,6v6,perimeter,shot,shot_no_goal,missed,True,False,False,False,False,False,False,False,0.0,def0,0.5,right,0.2,0.4,8.485,-45.0,45.0,381.825,8-10,45-90,8-10|MU0,8-10|def0,15,14,11.0,6.0,0.7058823529411765,0.5,3.0,1.0,0.3333333333333333,standard,missed,right,7.0,2.0,IMG_0187.MOV,00:11,1.0
3_P0016,3,west_sub,new_trier,3,02:37,157.0,gt8s,IL Club,IL Club,6v6,perimeter,shot,goal,goal,True,False,False,False,False,False,False,False,0.0,def0,0.5,right,0.75,0.1333333333,5.385,68.2,68.2,367.257,5-8,45-90,5-8|MU0,5-8|def0,16,15,12.0,6.0,0.7222222222222222,0.4666666666666667,3.0,1.0,0.3333333333333333,skip,goal,right,7.0,3.0,IMG_0189.MOV,00:20,1.0
3_P0017,3,west_sub,new_trier,4,06:09,369.0,gt8s,IL Club,IL Club,6v6,broken play,shot,shot_no_goal,field block,True,False,False,False,False,False,False,False,1.0,def1,0.5,center,0.65,0.06666666667,3.162,71.57,71.57,226.30433999999997,0-5,45-90,0-5|MU0,0-5|def1,17,16,13.0,7.0,0.7368421052631579,0.5,3.0,2.0,0.5,tip/deflection,field block,right,4.0,3.0,IMG_0196.MOV,00:18,1.0
3_P0018,3,west_sub,new_trier,4,04:44,284.0,gt8s,IL Club,IL Club,6v6,set,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,0.5,left,0.5,0.1333333333,2.0,0.0,0.0,0.0,0-5,0-15,0-5|MU0,0-5|def1,18,17,14.0,7.0,0.75,0.47058823529411764,3.0,1.0,0.3333333333333333,tip/deflection,blocked (GK),left,2.0,3.0,IMG_0200.MOV,00:19,1.0
3_P0019,3,west_sub,new_trier,4,04:04,244.0,gt8s,IL Club,IL Club,6v6,nan,turnover,turnover,steal/interception,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,19,18,,,0.047619047619047616,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,1.0,IMG_0202.MOV,00:11,1.0
3_P0020,3,west_sub,new_trier,4,03:23,203.0,gt8s,IL Club,IL Club,6v6,perimeter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,1.5,center,0.5,0.4666666667,7.0,0.0,0.0,0.0,5-8,0-15,5-8|MU0,5-8|def1,20,19,15.0,7.0,0.7272727272727273,0.4444444444444444,3.0,1.0,0.3333333333333333,standard,blocked (GK),right,4.0,1.0,IMG_0204.MOV,00:10,1.0
3_P0021,3,west_sub,new_trier,4,03:00,180.0,gt8s,IL Club,IL Club,6v6,nan,turnover,turnover,procedural violation (2m/6m/restart),False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,21,20,,,0.043478260869565216,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,8.0,IMG_0205.MOV,00:26,1.0
3_P0022,3,west_sub,new_trier,4,02:13,133.0,gt8s,IL Club,IL Club,6v6,nan,turnover,turnover,shot clock violation,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,22,21,,,0.041666666666666664,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,6.0,IMG_0207.MOV,00:28,1.0
3_P0023,3,west_sub,new_trier,4,01:08,68.0,gt8s,IL Club,IL Club,6v6,nan,turnover,turnover,shot clock violation,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,23,22,,,0.04,0.3333333333333333,,,0.3333333333333333,nan,nan,right,,0.0,IMG_0209.MOV,00:16,1.0
4_P0001,4,usa_academy,brown,1,nan,,,ODP Academy,College,6v6,perimeter,shot,shot_no_goal,blocked (GK),True,False,False,False,False,False,False,False,1.0,def1,0.5,center,0.5,0.4,6.0,0.0,0.0,0.0,5-8,0-15,5-8|MU0,5-8|def1,1,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,skip,blocked (GK),right,2.0,3.0,IMG_2598.MOV,00:24,1.0
