game_id,possession_id,video_file,context,t_s,frame_path
3,3_P0001,IMG_0157.MOV,tp,29.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0001-q1-n4-standard_tp.jpg
3,3_P0002,IMG_0159.MOV,tm,0.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0002-q1-n6-standard_tm.jpg
3,3_P0002,IMG_0159.MOV,t0,2.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0002-q1-n6-standard_t0.jpg
3,3_P0002,IMG_0159.MOV,tp,4.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0002-q1-n6-standard_tp.jpg
3,3_P0003,IMG_0163.MOV,tm,1.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0003-q1-nnan-nan_tm.jpg
3,3_P0003,IMG_0163.MOV,t0,3.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0003-q1-nnan-nan_t0.jpg
3,3_P0003,IMG_0163.MOV,tp,5.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0003-q1-nnan-nan_tp.jpg
3,3_P0004,IMG_0165.MOV,tm,19.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0004-q1-n4-standard_tm.jpg
3,3_P0004,IMG_0165.MOV,t0,21.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0004-q1-n4-standard_t0.jpg
3,3_P0004,IMG_0165.MOV,tp,23.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0004-q1-n4-standard_tp.jpg
3,3_P0005,IMG_0168.MOV,tm,15.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0005-q1-n2-standard_tm.jpg
3,3_P0005,IMG_0168.MOV,t0,17.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0005-q1-n2-standard_t0.jpg
3,3_P0005,IMG_0168.MOV,tp,19.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0005-q1-n2-standard_tp.jpg
3,3_P0006,IMG_0172.MOV,tm,13.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0006-q2-n5-tip-deflection_tm.jpg
3,3_P0006,IMG_0172.MOV,t0,15.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0006-q2-n5-tip-deflection_t0.jpg
3,3_P0006,IMG_0172.MOV,tp,17.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0006-q2-n5-tip-deflection_tp.jpg
3,3_P0007,IMG_0176.MOV,tm,6.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0007-q2-n6-standard_tm.jpg
3,3_P0007,IMG_0176.MOV,t0,8.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0007-q2-n6-standard_t0.jpg
3,3_P0007,IMG_0176.MOV,tp,10.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0007-q2-n6-standard_tp.jpg
3,3_P0008,IMG_0177.MOV,tm,2.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0008-q2-n6-standard_tm.jpg
3,3_P0008,IMG_0177.MOV,t0,4.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0008-q2-n6-standard_t0.jpg
3,3_P0008,IMG_0177.MOV,tp,6.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0008-q2-n6-standard_tp.jpg
3,3_P0009,IMG_0179.MOV,tm,30.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0009-q2-n2-skip_tm.jpg
3,3_P0009,IMG_0179.MOV,t0,32.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0009-q2-n2-skip_t0.jpg
3,3_P0009,IMG_0179.MOV,tp,34.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0009-q2-n2-skip_tp.jpg
3,3_P0010,IMG_0181.MOV,tm,29.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0010-q3-n7-standard_tm.jpg
3,3_P0010,IMG_0181.MOV,t0,31.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0010-q3-n7-standard_t0.jpg
3,3_P0010,IMG_0181.MOV,tp,33.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0010-q3-n7-standard_tp.jpg
3,3_P0011,IMG_0183.MOV,tm,28.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0011-q3-n10-standard_tm.jpg
3,3_P0011,IMG_0183.MOV,t0,30.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0011-q3-n10-standard_t0.jpg
3,3_P0011,IMG_0183.MOV,tp,32.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0011-q3-n10-standard_tp.jpg
3,3_P0012,IMG_0185.MOV,tm,21.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0012-q3-nnan-nan_tm.jpg
3,3_P0012,IMG_0185.MOV,t0,23.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0012-q3-nnan-nan_t0.jpg
3,3_P0012,IMG_0185.MOV,tp,25.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0012-q3-nnan-nan_tp.jpg
3,3_P0013,IMG_0185.MOV,tm,41.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0013-q3-nnan-nan_tm.jpg
3,3_P0013,IMG_0185.MOV,t0,43.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0013-q3-nnan-nan_t0.jpg
3,3_P0013,IMG_0185.MOV,tp,45.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0013-q3-nnan-nan_tp.jpg
3,3_P0014,IMG_0185.MOV,tm,46.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0014-q3-n4-standard_tm.jpg
3,3_P0014,IMG_0185.MOV,t0,48.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0014-q3-n4-standard_t0.jpg
3,3_P0014,IMG_0185.MOV,tp,50.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0014-q3-n4-standard_tp.jpg
3,3_P0015,IMG_0187.MOV,tm,9.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0015-q3-n7-standard_tm.jpg
3,3_P0015,IMG_0187.MOV,t0,11.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0015-q3-n7-standard_t0.jpg
3,3_P0015,IMG_0187.MOV,tp,13.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0015-q3-n7-standard_tp.jpg
3,3_P0016,IMG_0189.MOV,tm,18.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0016-q3-n7-skip_tm.jpg
3,3_P0016,IMG_0189.MOV,t0,20.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0016-q3-n7-skip_t0.jpg
3,3_P0016,IMG_0189.MOV,tp,22.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0016-q3-n7-skip_tp.jpg
3,3_P0017,IMG_0196.MOV,tm,16.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0017-q4-n4-tip-deflection_tm.jpg
3,3_P0017,IMG_0196.MOV,t0,18.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0017-q4-n4-tip-deflection_t0.jpg
3,3_P0017,IMG_0196.MOV,tp,20.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0017-q4-n4-tip-deflection_tp.jpg
3,3_P0018,IMG_0200.MOV,tm,17.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0018-q4-n2-tip-deflection_tm.jpg
3,3_P0018,IMG_0200.MOV,t0,19.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0018-q4-n2-tip-deflection_t0.jpg
3,3_P0018,IMG_0200.MOV,tp,21.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0018-q4-n2-tip-deflection_tp.jpg
3,3_P0019,IMG_0202.MOV,tm,9.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0019-q4-nnan-nan_tm.jpg
3,3_P0019,IMG_0202.MOV,t0,11.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0019-q4-nnan-nan_t0.jpg
3,3_P0019,IMG_0202.MOV,tp,13.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0019-q4-nnan-nan_tp.jpg
3,3_P0020,IMG_0204.MOV,tm,8.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0020-q4-n4-standard_tm.jpg
3,3_P0020,IMG_0204.MOV,t0,10.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0020-q4-n4-standard_t0.jpg
3,3_P0020,IMG_0204.MOV,tp,12.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0020-q4-n4-standard_tp.jpg
3,3_P0021,IMG_0205.MOV,tm,24.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0021-q4-nnan-nan_tm.jpg
3,3_P0021,IMG_0205.MOV,t0,26.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0021-q4-nnan-nan_t0.jpg
3,3_P0021,IMG_0205.MOV,tp,28.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0021-q4-nnan-nan_tp.jpg
3,3_P0022,IMG_0207.MOV,tm,26.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0022-q4-nnan-nan_tm.jpg
3,3_P0022,IMG_0207.MOV,t0,28.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0022-q4-nnan-nan_t0.jpg
3,3_P0022,IMG_0207.MOV,tp,30.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0022-q4-nnan-nan_tp.jpg
3,3_P0023,IMG_0209.MOV,tm,14.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0023-q4-nnan-nan_tm.jpg
3,3_P0023,IMG_0209.MOV,t0,16.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0023-q4-nnan-nan_t0.jpg
3,3_P0023,IMG_0209.MOV,tp,18.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\3-3-p0023-q4-nnan-nan_tp.jpg
4,4_P0001,IMG_2598.MOV,tm,19.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0001-q1-n2-skip_tm.jpg
4,4_P0001,IMG_2598.MOV,t0,21.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0001-q1-n2-skip_t0.jpg
4,4_P0001,IMG_2598.MOV,tp,23.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0001-q1-n2-skip_tp.jpg
4,4_P0002,IMG_2600.MOV,tm,14.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0002-q1-n10-skip_tm.jpg
4,4_P0002,IMG_2600.MOV,t0,16.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0002-q1-n10-skip_t0.jpg
4,4_P0002,IMG_2600.MOV,tp,18.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0002-q1-n10-skip_tp.jpg
4,4_P0003,IMG_2602.MOV,tm,23.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0003-q1-nnan-nan_tm.jpg
4,4_P0003,IMG_2602.MOV,t0,25.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0003-q1-nnan-nan_t0.jpg
4,4_P0003,IMG_2602.MOV,tp,27.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0003-q1-nnan-nan_tp.jpg
4,4_P0004,IMG_2604.MOV,tm,32.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0004-q1-n2-skip_tm.jpg
4,4_P0004,IMG_2604.MOV,t0,34.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0004-q1-n2-skip_t0.jpg
4,4_P0004,IMG_2604.MOV,tp,36.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0004-q1-n2-skip_tp.jpg
4,4_P0005,IMG_2606.MOV,tm,19.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0005-q1-n2-skip_tm.jpg
4,4_P0005,IMG_2606.MOV,t0,21.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0005-q1-n2-skip_t0.jpg
4,4_P0005,IMG_2606.MOV,tp,23.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0005-q1-n2-skip_tp.jpg
4,4_P0006,IMG_2608.MOV,tm,29.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0006-q1-n3-standard_tm.jpg
4,4_P0006,IMG_2608.MOV,t0,31.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0006-q1-n3-standard_t0.jpg
4,4_P0006,IMG_2608.MOV,tp,33.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0006-q1-n3-standard_tp.jpg
4,4_P0007,IMG_2610.MOV,tm,33.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0007-q2-nnan-nan_tm.jpg
4,4_P0007,IMG_2610.MOV,t0,35.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0007-q2-nnan-nan_t0.jpg
4,4_P0007,IMG_2610.MOV,tp,37.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0007-q2-nnan-nan_tp.jpg
4,4_P0008,IMG_2612.MOV,tm,14.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0008-q2-n10-standard_tm.jpg
4,4_P0008,IMG_2612.MOV,t0,16.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0008-q2-n10-standard_t0.jpg
4,4_P0008,IMG_2612.MOV,tp,18.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0008-q2-n10-standard_tp.jpg
4,4_P0009,IMG_2613.MOV,tm,13.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0009-q2-n10-standard_tm.jpg
4,4_P0009,IMG_2613.MOV,t0,15.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0009-q2-n10-standard_t0.jpg
4,4_P0009,IMG_2613.MOV,tp,17.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0009-q2-n10-standard_tp.jpg
4,4_P0010,IMG_2615.MOV,tm,21.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0010-q2-nnan-nan_tm.jpg
4,4_P0010,IMG_2615.MOV,t0,23.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0010-q2-nnan-nan_t0.jpg
4,4_P0010,IMG_2615.MOV,tp,25.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0010-q2-nnan-nan_tp.jpg
4,4_P0011,IMG_2617.MOV,tm,26.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0011-q2-nnan-nan_tm.jpg
4,4_P0011,IMG_2617.MOV,t0,28.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0011-q2-nnan-nan_t0.jpg
4,4_P0011,IMG_2617.MOV,tp,30.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0011-q2-nnan-nan_tp.jpg
4,4_P0012,IMG_2618.MOV,tm,17.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0012-q2-n2-skip_tm.jpg
4,4_P0012,IMG_2618.MOV,t0,19.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0012-q2-n2-skip_t0.jpg
4,4_P0012,IMG_2618.MOV,tp,21.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0012-q2-n2-skip_tp.jpg
4,4_P0013,IMG_2621.MOV,tm,14.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0013-q3-nnan-nan_tm.jpg
4,4_P0013,IMG_2621.MOV,t0,16.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0013-q3-nnan-nan_t0.jpg
4,4_P0013,IMG_2621.MOV,tp,18.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0013-q3-nnan-nan_tp.jpg
4,4_P0014,IMG_2622.MOV,tm,41.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0014-q3-n9-standard_tm.jpg
4,4_P0014,IMG_2622.MOV,t0,43.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0014-q3-n9-standard_t0.jpg
4,4_P0014,IMG_2622.MOV,tp,45.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0014-q3-n9-standard_tp.jpg
4,4_P0015,IMG_2624.MOV,tm,26.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0015-q3-n12-standard_tm.jpg
4,4_P0015,IMG_2624.MOV,t0,28.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0015-q3-n12-standard_t0.jpg
4,4_P0015,IMG_2624.MOV,tp,30.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0015-q3-n12-standard_tp.jpg
4,4_P0016,IMG_2625.MOV,tm,34.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0016-q3-nnan-nan_tm.jpg
4,4_P0016,IMG_2625.MOV,t0,36.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0016-q3-nnan-nan_t0.jpg
4,4_P0016,IMG_2625.MOV,tp,38.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0016-q3-nnan-nan_tp.jpg
4,4_P0017,IMG_2626.MOV,tm,43.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0017-q3-n3-lob_tm.jpg
4,4_P0017,IMG_2626.MOV,t0,45.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0017-q3-n3-lob_t0.jpg
4,4_P0017,IMG_2626.MOV,tp,47.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0017-q3-n3-lob_tp.jpg
4,4_P0018,IMG_2628.MOV,tm,12.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0018-q3-n1-standard_tm.jpg
4,4_P0018,IMG_2628.MOV,t0,14.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0018-q3-n1-standard_t0.jpg
4,4_P0018,IMG_2628.MOV,tp,16.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0018-q3-n1-standard_tp.jpg
4,4_P0019,IMG_2631.MOV,tm,26.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0019-q4-nnan-nan_tm.jpg
4,4_P0019,IMG_2631.MOV,t0,28.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0019-q4-nnan-nan_t0.jpg
4,4_P0019,IMG_2631.MOV,tp,30.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0019-q4-nnan-nan_tp.jpg
4,4_P0020,IMG_2633.MOV,tm,21.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0020-q4-n9-standard_tm.jpg
4,4_P0020,IMG_2633.MOV,t0,23.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0020-q4-n9-standard_t0.jpg
4,4_P0020,IMG_2633.MOV,tp,25.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0020-q4-n9-standard_tp.jpg
4,4_P0021,IMG_2635.MOV,tm,17.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0021-q4-n3-standard_tm.jpg
4,4_P0021,IMG_2635.MOV,t0,19.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0021-q4-n3-standard_t0.jpg
4,4_P0021,IMG_2635.MOV,tp,21.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0021-q4-n3-standard_tp.jpg
4,4_P0022,IMG_2636.MOV,tm,35.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0022-q4-n5-standard_tm.jpg
4,4_P0022,IMG_2636.MOV,t0,37.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0022-q4-n5-standard_t0.jpg
4,4_P0022,IMG_2636.MOV,tp,39.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0022-q4-n5-standard_tp.jpg
4,4_P0023,IMG_2638.MOV,tm,29.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0023-q4-n3-standard_tm.jpg
4,4_P0023,IMG_2638.MOV,t0,31.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0023-q4-n3-standard_t0.jpg
4,4_P0023,IMG_2638.MOV,tp,33.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0023-q4-n3-standard_tp.jpg
4,4_P0024,IMG_2638.MOV,tm,32.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0024-q4-n12-standard_tm.jpg
4,4_P0024,IMG_2638.MOV,t0,34.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0024-q4-n12-standard_t0.jpg
4,4_P0024,IMG_2638.MOV,tp,36.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0024-q4-n12-standard_tp.jpg
4,4_P0025,IMG_2638.MOV,tm,33.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0025-q4-n5-other_tm.jpg
4,4_P0025,IMG_2638.MOV,t0,35.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0025-q4-n5-other_t0.jpg
4,4_P0025,IMG_2638.MOV,tp,37.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\4-4-p0025-q4-n5-other_tp.jpg
5,5_P0001,IMG_2644.MOV,tm,16.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\5-5-p0001-q1-nnan-nan_tm.jpg
5,5_P0001,IMG_2644.MOV,t0,18.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\5-5-p0001-q1-nnan-nan_t0.jpg
5,5_P0001,IMG_2644.MOV,tp,20.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\5-5-p0001-q1-nnan-nan_tp.jpg
5,5_P0002,IMG_2645.MOV,tm,29.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\5-5-p0002-qnan-n15-standard_tm.jpg
5,5_P0002,IMG_2645.MOV,t0,31.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\5-5-p0002-qnan-n15-standard_t0.jpg
5,5_P0002,IMG_2645.MOV,tp,33.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\5-5-p0002-qnan-n15-standard_tp.jpg
5,5_P0003,IMG_2647.MOV,tm,13.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\5-5-p0003-qnan-nnan-nan_tm.jpg
5,5_P0003,IMG_2647.MOV,t0,15.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\5-5-p0003-qnan-nnan-nan_t0.jpg
5,5_P0003,IMG_2647.MOV,tp,17.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\5-5-p0003-qnan-nnan-nan_tp.jpg
5,5_P0004,IMG_2648.MOV,tm,27.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\5-5-p0004-qnan-nnan-nan_tm.jpg
5,5_P0004,IMG_2648.MOV,t0,29.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\5-5-p0004-qnan-nnan-nan_t0.jpg
5,5_P0004,IMG_2648.MOV,tp,31.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\5-5-p0004-qnan-nnan-nan_tp.jpg
5,5_P0005,IMG_2650.MOV,tm,23.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\5-5-p0005-qnan-nnan-nan_tm.jpg
5,5_P0005,IMG_2650.MOV,t0,25.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\5-5-p0005-qnan-nnan-nan_t0.jpg
5,5_P0005,IMG_2650.MOV,tp,27.0,C:\Users\sdris\Documents\git\waterpolo-xg\app\reports\frames\5-5-p0005-qnan-nnan-nan_tp.jpg
